"","a","b","c","country"
"110",876,0.264664158493692,25.7601743890786,"Russia"
"111",72,0.428966644200723,10.3779001498131,"Rwanda"
"112",6,0.0984841459298524,12.6077034859267,"Saint Lucia"
"113",374,0.223511992445702,23.9622033908706,"San Marino"
"114",1534,0.332082326188142,22.5546619368297,"Saudi Arabia"
"115",172,0.208615485117627,24.5086950255703,"Senegal"
"116",606,0.371658290726119,17.9582106085798,"Serbia"
"117",14,0.206928826760099,9.07627114290987,"Seychelles"
"118",1018,0.0794618838469463,64.5052760951823,"Singapore"
"119",408,0.348204726220304,16.8997411795787,"Slovakia"
"120",960,0.298297793850972,17.5614360890135,"Slovenia"
"121",2,9.5122525422218e-05,4.6827011255454,"Somalia"
"122",1108,0.371803809369685,20.0193687112227,"South Africa"
"123",70272,0.319653444013153,38.5506470838897,"Spain"
"124",204,0.386831101899897,15.1812332620624,"Sri Lanka"
"125",6,0.138718365271312,13.8320697856137,"Sudan"
"126",14,0.287268883292383,11.8212066946652,"Suriname"
"127",4572,0.294872927347812,27.6603947251604,"Sweden"
"128",17590,0.322774140170153,26.9352391647348,"Switzerland"
"129",430,0.0619424075748465,76.3585789956079,"Taiwan*"
"130",24,0.430102260910097,7.96796684867179,"Tanzania"
"131",1654,0.0601593520338885,92.5340189892356,"Thailand"
"132",40,0.637656085418119,7.09519709187072,"Togo"
"133",114,0.45855073035396,10.5255037085048,"Trinidad and Tobago"
"134",228,0.283367263481246,21.1980842415759,"Tunisia"
"135",3744,0.68377920789397,13.474725339236,"Turkey"
"136",194,0.402402113150198,15.1138817970728,"Ukraine"
"137",496,0.0768822912792192,68.3102990051155,"United Arab Emirates"
"138",16270,0.167271941979165,61.7893558592413,"United Kingdom"
"139",324,0.485009465607224,9.66114476984874,"Uruguay"
"140",106980,0.302484340185296,32.4923731796394,"US"
"141",51.5219206680585,0.722850283465096,5.36861607063739,"Uzbekistan"
"142",86.2105263157895,0.602368091045322,5.9092943491198,"Venezuela"
"143",268,0.0636121334509651,74.1940178386654,"Vietnam"
"144",6,0.148565289727798,6.66648241061092,"Zambia"
