"","a","b","c","country"
"108",22488,0.135040897170395,56.6884567808353,"Qatar"
"109",22678,0.166059262772097,53.4519056557115,"Romania"
"110",161898,0.199253155580961,56.2128106197436,"Russia"
"111",414,0.0956945209873721,40.1910706952614,"Rwanda"
"112",30,0.0755591372913482,34.6300316879771,"Saint Lucia"
"113",1076,0.0904924992297402,52.2035094242861,"San Marino"
"114",37622,0.164367471752178,52.9556441610755,"Saudi Arabia"
"115",1472,0.111925059305819,54.1901952421173,"Senegal"
"116",13260,0.173051549106356,44.5105243188414,"Serbia"
"117",28,0.031465916906537,47.3518473380419,"Seychelles"
"118",28846,0.0773088516308699,108.788273295591,"Singapore"
"119",2762,0.122805669730741,45.568901605174,"Slovakia"
"120",2804,0.0974815297084906,42.9701050507205,"Slovenia"
"121",960,0.174393103569914,45.4775345707651,"Somalia"
"122",9586,0.151363035631152,46.5891461851205,"South Africa"
"123",458844,0.191818493645454,73.8869971936468,"Spain"
"124",1176,0.102807894471241,49.4533126352365,"Sri Lanka"
"125",550,0.128887911223437,52.397138168479,"Sudan"
"126",28,0.0494747281265476,44.3363715291969,"Suriname"
"127",37852,0.145043689231688,55.7187805594636,"Sweden"
"128",58328,0.146196609421132,49.6929600406707,"Switzerland"
"129",780,0.0623237212156644,84.1970978802104,"Taiwan*"
"130",598,0.12676620252236,43.5875455410481,"Tanzania"
"131",5862,0.0778939996201254,91.7242020452786,"Thailand"
"132",196,0.0926611900060832,35.3074317673992,"Togo"
"133",204,0.0835460357199332,30.500496585537,"Trinidad and Tobago"
"134",1934,0.141607464352117,45.0411908326901,"Tunisia"
"135",224522,0.2326611686878,39.4997095169453,"Turkey"
"136",18018,0.197510951321571,43.5545913378777,"Ukraine"
"137",20698,0.103492109210411,93.3626731382183,"United Arab Emirates"
"138",316696,0.162210055803137,80.6876318566625,"United Kingdom"
"139",1240,0.0881881110688039,37.2454648962672,"Uruguay"
"140",1976394,0.204400701042402,54.3697654663835,"US"
"141",1925.20497131931,0.207617294401233,28.2186682285971,"Uzbekistan"
"142",331.347398773504,0.127257586911513,22.971439557471,"Venezuela"
"143",492,0.0639886779608052,82.1158823719474,"Vietnam"
"144",168,0.0978344176995553,36.4496407940059,"Zambia"
